SAMPN,PERNO,origin,destination
1385415,3,65413795,2973858341
1386726,2,65444824,2262493319
1388207,1,2314405029,65492504
1388207,2,2314405029,289289776
1388207,3,2314405029,65336938
1388207,4,2314405029,57794636
1388495,1,55952094,4967062446
1388495,2,55952094,55952066
1388787,1,65324843,259844093
1389002,1,3292802519,56130409
1389002,2,3292802519,56130409
1389584,1,56072199,62362608
1389584,2,56072199,56055252
1389635,1,65314556,4720933147
1389826,1,663710939,3705431561
1389826,2,663710939,301503404
1389826,3,663710939,65487419
1390008,1,65372918,65296818
1390010,1,1948371413,5110373884
1390386,2,53049299,53084963
1390468,1,65599317,517253371
1390468,4,65599317,65572998
1390468,5,65599317,311912822
1390543,1,2804606843,255480721
1390801,1,1968181924,65314202
1390801,2,1968181924,53047953
1390801,3,1968181924,53085388
1390913,1,110383593,110355964
1390913,2,110383593,1049539644
1390945,2,65552920,417747665
1391380,1,65476632,5050099021
1391643,1,302157460,57830546
1392411,2,57818920,65290249
1392411,3,57818920,65290249
1392693,2,56027466,56018786
1392915,3,62456064,55954188
1393318,2,3058419731,57818350
1394103,1,272197385,610194249
1394103,2,272197385,65580390
1394351,1,4993582649,4749884979
1394559,2,55963641,567796722
1394835,1,53019473,53084963
1395054,1,339569506,26029671
1395084,1,53026902,2393501814
1395385,1,110407631,407087343
1395385,2,110407631,1711296815
1395416,1,258968244,65303500
1395752,2,57832750,1723738990
1395752,3,57832750,1230248530
1395848,1,110355671,110384164
1395854,1,65484159,2424933569
1396202,1,5362356816,56114119
1396202,2,5362356816,62412053
1396432,2,517240206,1216835860
1396513,1,62447673,53118744
1396513,2,62447673,62433756
1396562,2,2315516959,65396629
1396562,3,2315516959,297165588
1396611,1,1640349469,55973774
1396643,2,4825090046,281447614
1396945,1,65663132,65420257
1396945,2,65663132,313114508
1397035,1,295969404,65336941
1397035,2,295969404,5187413255
1397035,3,295969404,1704960350
1397044,1,65560182,65414026
1397044,2,65560182,65573574
1397218,1,57890140,350832031
1397218,2,57890140,1404116285
1398509,3,3257820991,297165588
1398835,1,1031699336,1130755459
1399693,1,2434792287,1723738829
1399703,1,258972732,26497351
1399703,2,258972732,461484022
1399888,1,65501045,4176821271
1400276,1,283263289,53127827
1400276,2,283263289,2389189072
1400320,1,56055238,56046958
1400320,2,56055238,56018974
1400327,1,110421056,1212611152
1400425,1,53112641,53055202
1400425,2,53112641,2389189079
1400451,1,258968250,65307359
1400664,1,53043708,4384834483
1400727,1,110371415,110413968
1400740,1,62450495,62434804
1400740,2,62450495,62434804
1400782,2,55999903,110419418
1400900,1,272155456,55958530
1401062,1,56101418,56019180
1401062,2,56101418,56019180
1401065,2,662377563,5283648355
1401091,2,332313377,53045116
1401220,1,5315343818,65305814
1401398,2,65432250,36789084
1401414,2,5231755638,56061911
1401414,3,5231755638,55950125
1401458,1,57890140,2521301830
1401502,2,65651646,65568467
1401507,1,65432238,735845789
1401507,2,65432238,4178809536
1401545,2,65497195,26850030
1401646,1,355984399,57867271
1401859,2,65469318,415170368
1402016,1,3782546864,56080182
1402016,2,3782546864,56080182
1402050,1,351871170,1717347049
1402216,2,62283200,62369371
1402216,3,62283200,62525740
1402218,1,659024496,57867261
1402218,2,659024496,57867271
1402219,1,5175613633,4549966665
1402219,2,5175613633,65319911
1402225,1,53077187,53098027
1402225,2,53077187,53098044
1402437,1,65390960,206353456
1402455,1,57785365,57867267
1402455,2,57785365,53082893
1402560,2,62459801,62388450
1402574,1,57827783,257532280
1402901,1,1016908978,55971514
1403016,2,355646348,577629966
1403021,2,625649469,3244767454
1403542,2,5298841334,3101246477
1403711,1,53019122,462275296
1403711,2,53019122,259581496
1403747,1,262257164,65317532
1403747,2,262257164,240448872
1403885,1,57786786,57792721
1403952,1,57805863,3872491152
1403961,1,56113347,56138378
1403961,2,56113347,56150126
1404062,2,56110620,56042483
1404071,1,53020976,240469682
1404254,1,2120088328,65308283
1404269,1,65402605,4911065157
1404277,1,62416133,62197960
1404512,1,258294337,259843444
1404512,2,258294337,65465079
1404533,2,65374491,65374771
1404644,2,256892784,65470772
1404761,1,65296324,1271001348
1404809,1,57870589,53099283
1404809,2,57870589,53020923
1405429,1,2765341476,345571596
1405469,1,55956120,62380031
1405469,2,55956120,303691050
1405500,1,53087008,57939949
1405500,2,53087008,53087248
1405500,3,53087008,2820169753
1405547,2,53104019,768247378
1405612,1,257876435,65312706
1405653,1,65432144,437162054
1405849,1,65434786,65370200
1405849,2,65434786,386922639
1405849,3,65434786,386922639
1405862,1,32914648,3840704485
1405893,2,4243708622,2177741149
1405961,1,906114571,65295355
1405961,2,906114571,2262493319
1405962,2,56027670,541016747
1406151,1,4931045705,3950629486
1406151,2,4931045705,65333972
1406151,3,4931045705,57876904
1406283,1,249972770,65423952
1406356,2,257433450,4177106146
1406477,2,258154399,3810293247
1406562,1,62399585,62420562
1406695,1,65403256,4911620878
1406695,2,65403256,2089641167
1407164,2,53011826,65668413
1407344,1,65520604,65492869
1407506,2,55962267,4303632052
1407624,2,258758539,3244767454
1407783,1,431396064,259581500
1407783,2,431396064,53090142
1407962,1,65423877,1389213971
1408136,1,65362976,1201384590
1408136,2,65362976,5014084173
1408153,2,62243109,4303632052
1408385,2,110396167,2499921400
1408500,1,53090683,1091823092
1408528,1,56116007,55989390
1408528,2,56116007,56102891
1408666,2,57834915,57848396
1408936,1,57913252,57867267
1409462,1,57816017,2807884004
1409462,2,57816017,57819108
1409690,1,53035770,65370200
1409690,2,53035770,65306827
1409698,1,56115973,2883228575
1409698,2,56115973,56110141
1409775,1,53123801,65317532
1409775,2,53123801,100565803
1410117,2,5243955964,57820143
1410117,3,5243955964,57794326
1410233,2,53103915,2954360036
1410241,2,53093499,65327408
1410317,1,56013903,55986654
1410336,1,62459752,62434804
1410336,2,62459752,62434804
1410365,1,65298359,65317030
1410394,2,57870497,65336941
1411200,2,57924256,53024351
1411221,1,57931235,370508069
1411221,2,57931235,370508069
1411221,3,57931235,370508069
1411275,1,65520837,65427688
1411472,2,65481556,65447148
1411490,3,56043582,56043498
1411490,4,56043582,351117437
1411499,1,53118744,242856863
1411622,1,1163882087,668462030
1411943,1,1829965997,418514677
1411943,2,1829965997,57835994
1411946,1,1834943159,57915954
1411956,1,53073889,311685515
1411956,2,53073889,1710267881
1412114,1,603312290,370509036
1412148,2,56061630,135925755
1412205,1,65421463,415282972
1412222,3,272155454,272156544
1412411,1,110386007,4964610585
1412411,2,110386007,110418261
1412411,3,110386007,506409908
1412572,1,53028590,65449722
1412572,2,53028590,3995343769
1412806,1,3292802482,1455617027
1412806,2,3292802482,55986651
1412866,1,53083978,1091823033
1412866,3,53083978,419014768
1413040,1,53025533,57855563
1413043,1,56093522,56071423
1413482,1,53041310,65328690
1413507,1,57825508,1793901645
1413590,2,53090683,53074427
1413927,2,56073607,55950118
1414035,1,65294235,65303533
1414086,1,53082889,53020933
1414126,1,65488329,259247193
1414176,1,1373603639,3966968514
1414204,1,249031532,678891245
1414264,1,53032441,257433450
1414264,2,53032441,53124760
1414264,3,53032441,53146091
1414277,1,65510924,275515667
1414277,2,65510924,3707648834
1414311,1,65498711,264179586
1414311,2,65498711,53077110
1414311,3,65498711,65373465
1414412,1,57912185,1091753828
1414489,2,57904773,1316796131
1414675,1,281447511,760190003
1414675,2,281447511,725431306
1414706,2,57927367,352844989
1414706,3,57927367,1390371621
1415218,1,4993582632,495950777
1415236,2,2520365734,53026628
1415602,1,57864906,355702600
1415677,4,56110620,258758039
1415700,1,57835912,53103635
1415987,2,62402595,57842131
1415988,1,56023169,56020515
1416023,1,297686403,65446354
1416042,3,53030536,65310795
1416183,1,53118475,1059024792
1416253,1,1289827406,57931235
1416253,2,1289827406,57827054
1416346,2,53109042,1216835860
1416387,1,1076018319,272153434
1416483,1,2202849050,2480394582
1416533,1,53055193,65295289
1416564,1,65392837,1082968357
1416595,1,310965657,1086747298
1416878,1,57855018,53039586
1416878,2,57855018,249059927
1416933,2,413763938,65559212
1417045,1,65481556,887728832
1417263,3,57836456,57866508
1417305,2,2809108169,259247193
1417453,1,65684084,1774346228
1417453,2,65684084,65431605
1417481,1,57862616,5298811289
1417654,2,5283045067,365491887
1417915,1,53024459,1091823033
1417970,2,55942090,4619663121
1417995,1,56071350,56070691
1417995,2,56071350,56070691
1418036,1,416336376,53090142
1418141,1,56072645,110405441
1418292,1,62389942,62461548
1418351,1,258154399,53077110
1418363,1,4374566836,256027542
1418559,1,110466282,768433617
1418559,2,110466282,110355671
1418621,2,276549440,318278778
1419130,2,53114501,65305817
1419130,3,53114501,5187413255
1419459,1,65348769,53082517
1419550,2,65329125,65287287
1419956,1,4184051517,1706628602
1420101,1,65645443,65494775
1420101,2,65645443,65523257
1420934,2,52982613,53118869
1421078,1,53082889,65300097
1421115,1,65524423,257396283
1421115,2,65524423,4548715079
1421226,1,1044247424,29409977
1421305,1,65452105,1925485138
1421305,2,65452105,4911098329
1421523,2,65298376,53064347
1421686,2,65451313,461443503
1421695,2,57821373,65295279
1421732,1,53137681,577629771
1421762,1,57827054,62466943
1421774,1,57835977,53131088
1421783,1,5278977384,5278977347
1421783,2,5278977384,5278977347
1421801,1,260494517,65305835
1422400,2,307621345,1723739359
1422554,1,2567291419,602408746
1422795,1,437194911,65290249
1422795,2,437194911,65421463
1422814,1,62401164,55958232
1422926,2,258916797,1723738865
1422960,1,65451973,2389189072
1422960,2,65451973,65286004
1423009,2,65510903,885401683
1423092,1,53024441,430104628
1423097,3,65517624,65417055
1423245,1,345533654,280836272
1423245,2,345533654,280836272
1423284,2,65403071,65405512
1423292,1,65369932,3096337771
1423314,1,65294235,65294235
1423347,1,53024894,65305814
1423347,2,53024894,2607428859
1423388,1,56082129,56018811
1423579,1,318205914,552588379
1423641,2,1093345833,53109042
1423642,1,2324267612,1723738831
1423800,1,57855301,57880161
1423809,1,56108412,339258580
1423809,2,56108412,56020692
1424012,2,65428872,2488500930
1424097,2,110377472,65306795
1424306,2,57834921,57813749
1424373,1,5057651748,65317042
1424438,1,53085388,65303495
1424438,3,53085388,65284950
1424438,4,53085388,57790605
1424486,2,56019630,56021101
1424650,1,62469082,65309306
1424845,1,5051840949,2389032928
1424845,2,5051840949,57869204
1425010,1,53024894,312431277
1425045,1,1075478474,258758549
1425045,2,1075478474,65336947
1425142,1,53119625,65442630
1425142,2,53119625,1771186178
1425203,1,65518165,29544687
1425203,2,65518165,65494409
1425447,1,275568769,55991010
1425466,1,1438149712,65373362
1425466,2,1438149712,65496757
1425694,2,53104357,53104357
1425734,1,258968238,1723738887
1425734,2,258968238,704784837
1425898,1,65388919,65402837
1425898,2,65388919,272296807
1425898,4,65388919,338171717
1425926,1,57806672,57893976
1425926,2,57806672,57893976
1425965,1,65296351,65291484
1426204,2,57819016,5014084172
1426495,2,3958644063,5042873310
1426548,1,65402828,461443503
1426808,1,57791533,2389145841
1426884,1,263015956,65306787
1426971,1,420520650,4022941221
1427456,2,65427910,65437147
1427602,3,258916766,65318612
1427608,1,57916505,65303488
1427719,2,2607429019,2389164241
1427743,1,53114501,1404116301
1427792,1,4303632190,62382161
1427792,2,4303632190,62382161
1428138,1,57855006,62401075
1428148,1,1967947962,355701616
1428453,2,65474632,1447212609
1428551,1,65460095,4715954821
1428551,2,65460095,3312123321
1428719,2,57854754,57833926
1428793,2,57791514,3838932790
1428932,1,62490707,1357372920
1428932,2,62490707,57879889
1428999,2,5355228933,5288617944
1429246,1,4177229023,564663610
1429246,2,4177229023,65495694
1429364,1,4991666047,53038536
1429431,1,55962287,257876059
1429547,1,57794778,356022228
1429547,2,57794778,53138134
1429594,1,65308334,65296351
1429814,1,65625456,4182184282
1429814,2,65625456,385643605
1429889,1,110395926,65352344
1429889,2,110395926,65306804
1430234,1,65488571,1081488732
1430234,2,65488571,65494772
1430234,3,65488571,65494775
1430234,4,65488571,3317239388
1430339,1,110389485,3982469553
1430339,2,110389485,258965257
1430459,2,1212913977,355846199
1430583,2,110380914,65303696
1430629,2,3132409672,2160562743
1430705,1,55957845,53077112
1430715,1,198447514,906055329
1430715,2,198447514,65400193
1430926,2,65377793,1025295363
1430985,1,319122207,258757445
1431151,1,56021280,56018811
1431151,2,56021280,55950053
1431481,1,1614176443,65354081
1431481,2,1614176443,65305815
1431576,1,257360302,32816479
1431677,1,65440770,246008817
1431727,1,56051480,56097890
1431727,2,56051480,56102875
1431962,1,57846777,523205963
1432310,1,2459972364,1316698390
1432310,2,2459972364,1316698390
1432378,1,65428891,65510924
1432381,2,65445055,65290211
1432531,1,53074872,1092923687
1432531,2,53074872,65428567
1432536,2,1367580680,1367580680
1432706,1,110414857,110410726
1432970,1,57816017,53146091
1432970,2,57816017,348063634
1433052,1,53073062,65306827
1433268,2,33154458,53098027
1433316,1,57790649,57790387
1433316,2,57790649,57890140
1433347,1,110412255,1367622170
1433347,2,110412255,1723738893
1434561,2,65518164,240434067
1435032,2,65444931,4524229622
1435056,1,5123053405,62381586
1435171,1,65308287,65300073
1435194,1,4876258727,4148256401
1435299,1,3214637270,65372918
1435322,2,53049299,4178326163
1435784,1,1665429483,57848217
1436016,1,2820169753,1723739244
1436422,1,65329133,65305819
1436422,2,65329133,65295275
1436517,1,55964136,55964136
1436534,1,310974852,309333413
1436617,1,3257820985,65423952
1436617,2,3257820985,4169996290
1436617,3,3257820985,53064347
1436629,1,1809305111,671845934
1436851,1,2466988795,312411626
1437036,1,65358535,65308351
1437087,1,65436736,65445384
1437129,1,56034801,742019576
1437129,2,56034801,1640349469
1437129,3,56034801,56069751
1437269,1,57822814,57835569
1437355,1,734772922,110373692
1437355,2,734772922,1564279877
1437526,1,65312677,370508371
1437526,2,65312677,523205963
1437576,1,57836456,2389189072
1437593,1,53036558,3222635771
1437624,1,65316105,65303719
1437624,2,65316105,65290211
1437690,1,57822807,1091823033
1437690,2,57822807,1091823033
1437789,1,110350027,1280830635
1437789,3,110350027,110358880
1438069,1,2886229159,3110365113
1438069,3,2886229159,65563418
1438074,1,56060479,411550280
1438074,2,56060479,56123418
1438333,1,56020591,354852517
1438333,2,56020591,4503374193
1438333,3,56020591,56047142
1438499,1,610809050,3036383471
1438499,2,610809050,3036383471
1438615,2,4329953282,447945508
1438615,3,4329953282,2657050049
1438615,4,4329953282,65419211
1438713,1,3968883155,2177741149
1439087,1,65522420,65490040
1439087,2,65522420,53006862
1439143,1,659026406,430104628
1439143,2,659026406,65577947
1439359,1,541334290,65479774
1439592,1,110380777,4599200298
1439592,3,110380777,65309288
1439598,2,57950010,57820174
1439600,1,62507136,462275296
1439622,1,4019294259,65371540
1439675,1,303689580,55970572
1439675,2,303689580,55959650
1439758,1,65533830,191692199
1439795,1,65440499,65467606
1439795,2,65440499,615115440
1440061,1,56113347,56129486
1440062,1,2452139461,53077122
1440062,2,2452139461,53099283
1440125,1,297177323,65523585
1440125,2,297177323,3889910907
1440125,3,297177323,5357247213
1440133,1,57811342,57795732
1440204,1,257883576,53066362
1440416,1,4178823615,3995343769
1440433,1,5033341935,57791646
1440553,1,65318663,53087243
1440711,1,3966899192,577479083
1440711,2,3966899192,577479083
1440787,2,65451973,1723738893
1440866,1,110425169,65303719
1440866,2,110425169,110408780
1441043,2,56029750,56129486
1441301,1,258201242,3244767454
1441301,2,258201242,312094434
1441369,1,53055772,3958311715
1441497,1,53027672,4861130833
1441687,1,57904691,53046251
1442487,1,62411404,62456396
1442580,1,53020968,53050596
1442698,1,55957845,1948376169
1442698,2,55957845,303687174
1442763,1,1422395775,65488329
1442763,2,1422395775,65488329
1442871,3,110392146,110370188
1443096,1,65400995,65467197
1443181,3,57956675,318279017
1443392,1,53118744,65325032
1443466,1,65402801,541338643
1443466,2,65402801,65508634
1443878,1,56024738,4926010347
1443878,2,56024738,55973821
1443905,1,65596337,65487722
1443905,2,65596337,65487722
1444053,1,65387314,293845810
1444237,2,65645389,65430879
1444464,1,110448167,110433446
1444464,2,110448167,110433446
1444623,1,306534238,517807889
1444623,2,306534238,517807889
1444737,2,57818318,57816976
1444768,1,65603926,5357247213
1444768,2,65603926,275405710
1444883,1,1076018319,110421369
1444883,2,1076018319,1280830635
1444924,1,57866602,1222967930
1445016,1,62471575,62328718
1445077,1,65423938,65449433
1445106,1,4184051507,65482193
1445106,2,4184051507,343603930
1445369,1,53046431,1925485138
1445369,2,53046431,419014561
1445466,1,57835966,1078266694
1445586,1,56082129,56045713
